Title,Description,Thumbnail url,Channel name,Views,Likes,Comments,Duration in seconds,Duration in timestamp,Duration,Uploaded Time,Video url
Fulanno: Velas Negras,"Velas Negras 2018
Stoner Doom Metal (Coronda, Argentina)
https://fulanno.bandcamp.com/album/velas-negras

I. Metamorfosis 00:00
II. Velas Negras 08:18
III. Velo de la Muerte 15:35
IV. Sabbath Negro 22:49
V. Cosmos 29:49
VI. Necromancia 37:17

☩   ☩   ☩

ꜱʜᴏᴜʟᴅ ᴄᴏᴘʏʀɪɢʜᴛ ʜᴏʟᴅᴇʀ ɴᴏᴛ ᴡᴀɴᴛ ꜰᴀɴ ᴘʀᴏᴍᴏᴛɪᴏɴ, ᴘʟᴇᴀꜱᴇ ᴅʀᴏᴘ ᴀ ʟɪɴᴇ ᴀɴᴅ ᴍᴀᴛᴇʀɪᴀʟ ꜱʜᴀʟʟ ʙᴇ ᴅᴇʟᴇᴛᴇᴅ. ᴛʜɪꜱ ɪꜱ ᴀ ɴᴏɴ-ᴍᴏɴᴇᴛɪᴢᴇᴅ ᴄʜᴀɴɴᴇʟ ꜱᴏ ɪ'ᴍ ɴᴏᴛ ᴍᴀᴋɪɴɢ ᴍᴏɴᴇʏ ꜰʀᴏᴍ ᴜᴘʟᴏᴀᴅᴇᴅ ᴍᴀᴛᴇʀɪᴀʟꜱ. ᴛʜᴀɴᴋꜱ",https://i.ytimg.com/vi/swADE3BYT3U/sddefault.jpg,† HOLY PARISH OF DOOM †,499,28,2,2870,47:50,"47 Minutes, 50 Seconds",2020-10-03T13:53:03,https://www.youtube.com/watch?v=swADE3BYT3U
1782: Doom Sessions (Vol. II),"Doom Sessions (Vol. II) 2020 Heavy Psych Sounds
Doom Metal (Ossi, Italy)
Split with 1782 & Acid Mammoth
https://1782doom.bandcamp.com/album/doom-sessions-vol-2
Acid Mammoth: https://www.youtube.com/watch?v=lcK47TdpWBs

I. 1782 - Bloody Ritual 00:00
II. 1782 - Hey Satan 05:09
III. 1782 - Witch Death Cult 10:00
IV. Acid Mammoth - Black Wedding 17:03
VI. Acid Mammoth - Sleepless Malice 24:19
VI. Acid Mammoth - Cosmic Pyres 31:24

☩  ☩  ☩

ꜱʜᴏᴜʟᴅ ᴄᴏᴘʏʀɪɢʜᴛ ʜᴏʟᴅᴇʀ ɴᴏᴛ ᴡᴀɴᴛ ꜰᴀɴ ᴘʀᴏᴍᴏᴛɪᴏɴ, ᴘʟᴇᴀꜱᴇ ᴅʀᴏᴘ ᴀ ʟɪɴᴇ ᴀɴᴅ ᴍᴀᴛᴇʀɪᴀʟ ꜱʜᴀʟʟ ʙᴇ ᴅᴇʟᴇᴛᴇᴅ. ᴛʜɪꜱ ɪꜱ ᴀ ɴᴏɴ-ᴍᴏɴᴇᴛɪᴢᴇᴅ ᴄʜᴀɴɴᴇʟ ꜱᴏ ɪ'ᴍ ɴᴏᴛ ᴍᴀᴋɪɴɢ ᴍᴏɴᴇʏ ꜰʀᴏᴍ ᴜᴘʟᴏᴀᴅᴇᴅ ᴍᴀᴛᴇʀɪᴀʟꜱ. ᴛʜᴀɴᴋꜱ",https://i.ytimg.com/vi/NvI5lkpJvaQ/sddefault.jpg,† HOLY PARISH OF DOOM †,2652,119,6,2156,35:56,"35 Minutes, 56 Seconds",2020-10-04T00:44:23,https://www.youtube.com/watch?v=NvI5lkpJvaQ
Moon Wizard: The Night Harvest,"The Night Harvest 2020
Stoner Doom Metal (Salt Lake City, Utah)
https://moonwizard.bandcamp.com/album/the-night-harvest

I. Ukiyo
II. Queen Anne's Revenge 04:22
III. Prodigal 10:50
IV. The Night Harvest 15:55
V. Well of Eternity 20:44
VI. Olympus 25:49
VII. Open Road 31:12
VIII. Shoot the Moon 36:08

🕈 🕈 🕈

**ꜱʜᴏᴜʟᴅ ᴄᴏᴘʏʀɪɢʜᴛ ʜᴏʟᴅᴇʀ ɴᴏᴛ ᴡᴀɴᴛ ꜰᴀɴ ᴘʀᴏᴍᴏᴛɪᴏɴ, ᴘʟᴇᴀꜱᴇ ᴅʀᴏᴘ ᴀ ʟɪɴᴇ ᴀɴᴅ ᴍᴀᴛᴇʀɪᴀʟ ꜱʜᴀʟʟ ʙᴇ ᴅᴇʟᴇᴛᴇᴅ. ᴛʜɪꜱ ɪꜱ ᴀ ɴᴏɴ-ᴍᴏɴᴇᴛɪᴢᴇᴅ ᴄʜᴀɴɴᴇʟ ꜱᴏ ɪ'ᴍ ɴᴏᴛ ᴍᴀᴋɪɴɢ ᴍᴏɴᴇʏ ꜰʀᴏᴍ ᴜᴘʟᴏᴀᴅᴇᴅ ᴍᴀᴛᴇʀɪᴀʟꜱ. ᴛʜᴀɴᴋꜱ**",https://i.ytimg.com/vi/gg1iDsOorxg/sddefault.jpg,† HOLY PARISH OF DOOM †,652,44,0,2467,41:07,"41 Minutes, 7 Seconds",2020-10-04T15:32:03,https://www.youtube.com/watch?v=gg1iDsOorxg
Hour of 13: All Hallow's Doom Rarities (Pt 2),"All Hallow's Doom Rarities (Pt 2) 2020
Doom Metal (San Francisco, CA)
https://hourof13official.bandcamp.com/album/all-hallows-doom-rarities-pt-2
The last cuts from the history vaults from HOUR OF 13
☠️ ☠️ ☠️
𝐇𝐨𝐮𝐫 𝐨𝐟 𝟏𝟑 (𝐬𝐞𝐥𝐟-𝐭𝐢𝐭𝐥𝐞𝐝): https://www.youtube.com/watch?v=0tzfXyFhEkc

I. House of Death 00:00
II. Harvest Night 05:54
III. The Ghost of Canaan 10:35
IV. House of Death 17:03
V. Within the Pentagram 22:20
VI. Grim Reality (2006 no vocal) 28:53

🕈 🕈 🕈

**ꜱʜᴏᴜʟᴅ ᴄᴏᴘʏʀɪɢʜᴛ ʜᴏʟᴅᴇʀ ɴᴏᴛ ᴡᴀɴᴛ ꜰᴀɴ ᴘʀᴏᴍᴏᴛɪᴏɴ, ᴘʟᴇᴀꜱᴇ ᴅʀᴏᴘ ᴀ ʟɪɴᴇ ᴀɴᴅ ᴍᴀᴛᴇʀɪᴀʟ ꜱʜᴀʟʟ ʙᴇ ᴅᴇʟᴇᴛᴇᴅ. ᴛʜɪꜱ ɪꜱ ᴀ ɴᴏɴ-ᴍᴏɴᴇᴛɪᴢᴇᴅ ᴄʜᴀɴɴᴇʟ ꜱᴏ ɪ'ᴍ ɴᴏᴛ ᴍᴀᴋɪɴɢ ᴍᴏɴᴇʏ ꜰʀᴏᴍ ᴜᴘʟᴏᴀᴅᴇᴅ ᴍᴀᴛᴇʀɪᴀʟꜱ. ᴛʜᴀɴᴋꜱ**",https://i.ytimg.com/vi/N3-DWuPu_ZE/sddefault.jpg,† HOLY PARISH OF DOOM †,1119,62,4,1949,32:29,"32 Minutes, 29 Seconds",2020-10-06T12:25:41,https://www.youtube.com/watch?v=N3-DWuPu_ZE
Nightstryke - Storm Of Steel (2020),"Band: Nightstryke
Album: Storm Of Steel
Country: Finland
Label: Skol Records; Lost Realm Records

Tracklist:

1. Black Lotus 00:00
2. Read The Omens 00:36
3. Deathstalker 04:27
4. Dogfight 09:31
5. Chains Of Faith 12:51
6. Nosferatu 18:01
7. Knee Deep In The Dead 22:03
8. Innominatus 25:28
9. Stranger’s Blade 26:34
10. Storm Of Steel 31:19

Lineup: 

Rami Hermunen - Vocals, Guitars
Juho Karppinen - Guitars
Vilppu Nurminen - Bass
Antti Selenius - Drums

Recorded by Juho Karppinen at Steel Thunder Studios.
Produced and mastered by Bart Gabriel.
Mixed by Cederick Forsberg. 
Artwork by Anny Ståhlberg.

This album is dedicated to the memory of Leevi ""Lightning"" Lehtinen.


Facebook: https://www.facebook.com/nightstryke/
Bandcamp: https://nightstryke.bandcamp.com/
Instagram: https://www.instagram.com/nightstrykemetal/
Contact: nightstrykemetal@gmail.com
More info: https://www.metal-archives.com/bands/Nightstryke/3540411769
Label: https://www.skolrecords.com/; https://www.lostrealmrecords.com/





NWOTHM Full Albums will try to gather the best of Old School Heavy Metal albums by the bands of the new generation. If you like it, buy the album.

Facebook: https://www.facebook.com/nwothmfullalbums/
Instagram: https://www.instagram.com/nwothmfull/
Patreon: http://patreon.com/nwothmfull",https://i.ytimg.com/vi/6C0PoQ6Pqjo/sddefault.jpg,NWOTHM Full Albums,27886,867,75,2095,34:55,"34 Minutes, 55 Seconds",2020-10-16T07:18:20,https://www.youtube.com/watch?v=6C0PoQ6Pqjo
Alien Mustangs - Beat of The Earth (Full Album 2020),"Beat of The Earth (2020)
https://alienmustangs.bandcamp.com/
https://www.facebook.com/alienmustangs/
Alien Mustangs
Greece
====
1.
Sound of no Future 00:00 
2.
Fairy Meadows   05:03 
3.
Illusions  14:43
4.
Secret Days  19:53
5.
Darklands     23:14
6.
Waiting the Dawn  30:17
====
Release date 30 October / Pre-order at:https://littlecloudrecords.com/collections/frontpage/products/alien-mustangs-beat-of-the-earth-pre-order?fbclid=IwAR2zzaFyN3U6uUlJoNozo7vOnslUoqZHAuuPs-tDQQA40OuPo-cWbqc_KqM
----
Bandcamp:https://cful.bandcamp.com/album/alien-mustangs-beat-of-the-earth
----
Cardinal Fuzz and Little Cloud Records are delighted to bring to you for your listening pleasure – Alien Mustangs – ‘Beat Of The Earth’.
Emanating sonically (and physically) from Thessaloniki, Greece, the band has been crafting its unique blend of '60s-flavored, hypnotic, space-psych trippiness since 2013, releasing their debut LP ""Alienation"" in 2018 (on the always great Sound Effect Records) - this follow up 'Beat Of The Earth' is a shimmering wash of the most lysergic, cosmic and melodic music to have reached out ears so far in 2020.
Their mutant psych / space hybrid is deeply rooted in sixties garage, and while still paying tribute to their influences,(((Loop))), Spacemen 3, The 13th Floor Elevators and The Stooges, ‘Beat Of The Earth’ has a Teutonic beauty that brings to mind Harmonia.
Opening tracks ‘Sound Of No Future’ and ‘Fairy Meadows’ are both super- kosmische space rock epics where Alien Mustangs create an alluring, thick miasma that practically invites you to lose your bearings in their incandescent, the hallucinogenic cosmic glory.
On the flip over and we get Alien Mustangs in a fuzzed up Stooges pounding strung out guitar grind, where tidal waves of guitar drones detonate in your mind, Hawkwind inspired freak flag wildness flies with an added dose of motoric krautadelia. ‘Beat Of The Earth touches down gently with he lilting ‘Waiting The Dawn’ – a track that shimmers and glides with serene beauty as you melt blissfully into the ether of its serene beauty.
Beat of The Earth is presented to you in a 350gsm Sleeve and pressed on Ltd Galaxy Yellow marble Vinyl and Black Vinyl. 
====
released October 2, 2020",https://i.ytimg.com/vi/psT-gabT_1o/sddefault.jpg,666MrDoom,3373,146,15,2130,35:30,"35 Minutes, 30 Seconds",2020-10-24T02:00:04,https://www.youtube.com/watch?v=psT-gabT_1o
Black Capricorn: Omega - Cult of The Dead,"Omega: Cult of The Dead 2017
Psych/Doom Metal (Sardinia, Italy)
https://blackcapricorn.bandcamp.com/album/omega-cult-of-the-dead

I. Alpha 00:00
II. Evil Horde of Lucifer 01:39
III. Accabadora 08:26
IV. Flower of Revelation 18:32
V. Antartide 24:01
VI. Devil and the Death 41:11
VII. The Man Who Dared 51:05
VIII. Stars of Orion 58:17
IX. Quest for Agartha 1:03:56
X. Black Capricorn Seal 1:18:35
XI. Omega 1:26:26

Flower of Revelation

Are you staring at me?
Looking for, I don't know what
Behold, the long awaited flower
As the dazzling revelation strikes

No one knows where it can drive us
Behold, the end before the end
I possess the knowledge
to see...

What I want it's just to beat
Bloodshot eyes and an axe in my hands
Because the world comes to an end
This is what I think I' m seeing

We are staring at the horizon
From the highest mountain peak
You already knew I' m the chosen one
I accepted my fate

No one knows where it can drive us
Behold, the end before the end
I possess the knowledge
to see...

What I have chosen is clear
A one way path to a bloody death
Looking for salvation
With the flower of revelation

Self-titled: https://www.youtube.com/watch?v=DcOzK9GlS28
Born Under the Capricorn: https://www.youtube.com/watch?v=DCKebt13LDM
Cult of Black Friars: https://www.youtube.com/watch?v=4WXKqt2c2u8
Ira Dei EP: https://www.youtube.com/watch?v=LWycOrGvI5o
Split w/Bretus: https://youtu.be/eE3w7BrUanE
Equinox EP: https://www.youtube.com/watch?v=Ouc5RZPXGz8
Solstice EP: https://www.youtube.com/watch?v=ViucxjzLYiA

☩   ☩   ☩

ꜱʜᴏᴜʟᴅ ᴄᴏᴘʏʀɪɢʜᴛ ʜᴏʟᴅᴇʀ ɴᴏᴛ ᴡᴀɴᴛ ꜰᴀɴ ᴘʀᴏᴍᴏᴛɪᴏɴ, ᴘʟᴇᴀꜱᴇ ᴅʀᴏᴘ ᴀ ʟɪɴᴇ ᴀɴᴅ ᴍᴀᴛᴇʀɪᴀʟ ꜱʜᴀʟʟ ʙᴇ ᴅᴇʟᴇᴛᴇᴅ. ᴛʜɪꜱ ɪꜱ ᴀ ɴᴏɴ-ᴍᴏɴᴇᴛɪᴢᴇᴅ ᴄʜᴀɴɴᴇʟ ꜱᴏ ɪ'ᴍ ɴᴏᴛ ᴍᴀᴋɪɴɢ ᴍᴏɴᴇʏ ꜰʀᴏᴍ ᴜᴘʟᴏᴀᴅᴇᴅ ᴍᴀᴛᴇʀɪᴀʟꜱ. ᴛʜᴀɴᴋꜱ",https://i.ytimg.com/vi/zmtK3gmFsbo/maxresdefault.jpg,† HOLY PARISH OF DOOM †,928,47,2,5726,1:35:26,"1 Hours, 35 Minutes, 26 Seconds",2020-10-23T23:22:58,https://www.youtube.com/watch?v=zmtK3gmFsbo
Dirt Woman - The Glass Cliff (Full Album 2020),"The Glass Cliff (2020)
https://grimoirerecords.bandcamp.com/album/the-glass-cliff
https://www.facebook.com/dirtwoman.band/
https://dirtwoman.bandcamp.com/music
dirt woman
Salisbury, Maryland
====
1 
Lady Of The Dunes 0:00
2 
Creator 07:22
3 
Fades To Greed 20:30
4 
Demagogue 28:56
5
Starhawk 42:27
----
Dirt Woman is: Gabe Solomon (guitar), Kearney Mallon (bass), Zoe Koch (guitar/vocals), Avery Mallon (drums).
----
released March 13, 2020

""The Glass Cliff"" was recorded between October and December of 2019 by Noel Mueller in the Tiny Castle. Mixed and mastered by Noel Mueller. Cover art by Hayden Hall. © 2020 Grimoire Records",https://i.ytimg.com/vi/l5aPGTHnICk/sddefault.jpg,666MrDoom,3986,198,11,3375,56:15,"56 Minutes, 15 Seconds",2020-10-27T15:30:01,https://www.youtube.com/watch?v=l5aPGTHnICk
The Wandering Midget: Family Curse,"The Serpent Coven 2008 Eyes like Snow Records
Finnish Doom Metal
https://thewanderingmidget.bandcamp.com/album/the-serpent-coven
The Serpent Coven: https://www.youtube.com/watch?v=t22OLDqEP7A
Family Curse inspired by House of Usher (1960) 
☠️ ☠️ ☠️

A hatred curse runs in our family
Spreading like ashes with the wind
It would reach the outer world
If I opened my chamber door

For hundreds of years
We've dwelled on these plains
Where the thick mist always lays
Covering this house that we're in
Dark windows and pale brick walls

Slayers and rapers, maniac stalkers
Sleep in my basement tomb
The caskets are set for her and me
Though our souls will be never set free...

Our family's scarred in so many ways
All torments a man may gain
We've suffered in silence, yet still aware
Proud of who we once were

Slayers and rapers, maniac stalkers
Sleep in my basement tomb
The caskets are set for her and me
Though our souls will be never set free...

As the years roll by we will stay the same
Godless hands once built this grave
Where death and darkness reign

""My eyes are tormented by all
but the faintest illumination.
Odours assail me constantly.
And, as I've said, sounds of any degree
whatsoever inspire me with terror.

That's why I had to remove my boots.

Yes. And even so, I could hear your coming.
Every footstep, every rustle of your clothes.
I could hear your horse approaching, the
clatter of its hooves across the courtyard,
your knock... The grating of the door bolt
was like a sword stroke to my ears.
I can hear the scratch of rat claws
within the stone wall.""

Now as I stand here alone, I weep
Remembering the good old days
I'm cursing the gods who made my family
Fester in such horrible ways

Yet burnt out is the flame of life
Black house falls into smoke
Still on its last faint breath protecting
Secrets of Usher's name

No more left
I beg for death
Its red eye glows
It takes me beyond

♰ ♰ ♰

**ꜱʜᴏᴜʟᴅ ᴄᴏᴘʏʀɪɢʜᴛ ʜᴏʟᴅᴇʀ ɴᴏᴛ ᴡᴀɴᴛ ꜰᴀɴ ᴘʀᴏᴍᴏᴛɪᴏɴ, ᴘʟᴇᴀꜱᴇ ᴅʀᴏᴘ ᴀ ʟɪɴᴇ ᴀɴᴅ ᴍᴀᴛᴇʀɪᴀʟ ꜱʜᴀʟʟ ʙᴇ ᴅᴇʟᴇᴛᴇᴅ. ᴛʜɪꜱ ɪꜱ ᴀ ɴᴏɴ-ᴍᴏɴᴇᴛɪᴢᴇᴅ ᴄʜᴀɴɴᴇʟ ꜱᴏ ɪ'ᴍ ɴᴏᴛ ᴍᴀᴋɪɴɢ ᴍᴏɴᴇʏ ꜰʀᴏᴍ ᴜᴘʟᴏᴀᴅᴇᴅ ᴍᴀᴛᴇʀɪᴀʟꜱ. ᴛʜᴀɴᴋꜱ**",https://i.ytimg.com/vi/ECWSK7RrU4k/maxresdefault.jpg,† HOLY PARISH OF DOOM †,664,27,1,836,13:56,"13 Minutes, 56 Seconds",2020-10-31T14:33:41,https://www.youtube.com/watch?v=ECWSK7RrU4k
Ancient Days: Black Magic Nights,"Black Magic Nights 2020
Doom Metal (Indianapolis, Indiana)
Support: https://ancientdays.bandcamp.com/album/black-magic-nights

I. Black Widow 00:00
II. Out for Blood 04:22
III. Satan’s Slave 07:58
IV. Welcome to The Sacrifice 11:26
V. Help Me Carry The Stone 16:21
VI. Now That You Walk with Me 21:17
VII. Your Worst Nightmare 25:44
VIII. Night Stalker 30:36
IX. Lady of Evil 36:36
X. Witching Hour 41:43
XI. Look in The Mirror 45:32
XII. ?? 49:27

☠️  ☠️  ☠️

ꜱʜᴏᴜʟᴅ ᴄᴏᴘʏʀɪɢʜᴛ ʜᴏʟᴅᴇʀ ɴᴏᴛ ᴡᴀɴᴛ ꜰᴀɴ ᴘʀᴏᴍᴏᴛɪᴏɴ, ᴘʟᴇᴀꜱᴇ ᴅʀᴏᴘ ᴀ ʟɪɴᴇ ᴀɴᴅ ᴍᴀᴛᴇʀɪᴀʟ ꜱʜᴀʟʟ ʙᴇ ᴅᴇʟᴇᴛᴇᴅ. ᴛʜɪꜱ ɪꜱ ᴀ ɴᴏɴ-ᴍᴏɴᴇᴛɪᴢᴇᴅ ᴄʜᴀɴɴᴇʟ ꜱᴏ ɪ'ᴍ ɴᴏᴛ ᴍᴀᴋɪɴɢ ᴍᴏɴᴇʏ ꜰʀᴏᴍ ᴜᴘʟᴏᴀᴅᴇᴅ ᴍᴀᴛᴇʀɪᴀʟꜱ. ᴛʜᴀɴᴋꜱ",https://i.ytimg.com/vi/jKGkhjp0VL0/maxresdefault.jpg,† HOLY PARISH OF DOOM †,1052,63,8,3234,53:54,"53 Minutes, 54 Seconds",2020-10-31T14:33:50,https://www.youtube.com/watch?v=jKGkhjp0VL0
Goat Bong: Exultations of Pain & Suffering,"Exultations of Pain & Suffering 2020
Doom Metal (San Antonio, Texas)
https://goatbong.bandcamp.com/album/exultations-of-pain-suffering

I. Across the Void
II. Death Knell 06:35
III. Cursed with Life 09:39
IV. Memento Mori 14:54
V. Bastion of Opposition 17:35
VI. Destroyer of Worlds 22:10
VII. The Clearing at the End of the Path 27:51

🕈 🕈 🕈

**ꜱʜᴏᴜʟᴅ ᴄᴏᴘʏʀɪɢʜᴛ ʜᴏʟᴅᴇʀ ɴᴏᴛ ᴡᴀɴᴛ ꜰᴀɴ ᴘʀᴏᴍᴏᴛɪᴏɴ, ᴘʟᴇᴀꜱᴇ ᴅʀᴏᴘ ᴀ ʟɪɴᴇ ᴀɴᴅ ᴍᴀᴛᴇʀɪᴀʟ ꜱʜᴀʟʟ ʙᴇ ᴅᴇʟᴇᴛᴇᴅ. ᴛʜɪꜱ ɪꜱ ᴀ ɴᴏɴ-ᴍᴏɴᴇᴛɪᴢᴇᴅ ᴄʜᴀɴɴᴇʟ ꜱᴏ ɪ'ᴍ ɴᴏᴛ ᴍᴀᴋɪɴɢ ᴍᴏɴᴇʏ ꜰʀᴏᴍ ᴜᴘʟᴏᴀᴅᴇᴅ ᴍᴀᴛᴇʀɪᴀʟꜱ. ᴛʜᴀɴᴋꜱ**",https://i.ytimg.com/vi/AuYumpNyPv4/maxresdefault.jpg,† HOLY PARISH OF DOOM †,548,32,3,1869,31:09,"31 Minutes, 9 Seconds",2020-10-31T16:06:43,https://www.youtube.com/watch?v=AuYumpNyPv4
Lord Of Confusion - Witchmantia (Live At Teatro Capitólio) | Single 2020,"Witchmantia (Live At Teatro Capitólio)
Limited Edition ""Witchmantia Bundle"" :https://lordofconfusion.bandcamp.com/merch/witchmantia-bundle-limited-edition
Facebook - https://www.facebook.com/lordofconfusion/
Instagram - https://www.instagram.com/lordofconfusion_band/
Bandcamp - https://lordofconfusion.bandcamp.com
Spotify - https://open.spotify.com/artist/0QzwJYX9mbarqXPgtWX8uC?si=YXDNQQXFTg6rzJcO0lyllQ
Youtube - https://https://www.youtube.com/channel/UC_CRwnltl2NNmIqB8l9oGcg
====
Single recorded in August of 2020 at Capitólio theatre in Lisbon.
The recording of this track came to living by the invite made to us from our friends Fuzzil, which we can't thank enough and to all the staff that was present in this day. To all of you, Thank You Very Much!
*
Keys and Vocals - Carlota Sousa
Guitars - Danilo Sousa
Bass - João Fonseca
Drums - Nelson Figueiredo
*
Fuzzil: https://www.youtube.com/channel/UCxqQKFS40gwJSiwCuSt67vw
Filipe Garcia - Guitars and Vocals
Leonardo Batista - Guitars and Vocals
Alexandre Ramos - Drums and Vocals
Wilson Rodrigues - Bass and Vocals
*
Audio Record - Carol Pereira
Mix and Master - Pedro Neves
Video Record - Leonardo Batista
Video Edit - João Fonseca
*
Artwork:
Danilo Sousa
Carlota Sousa
Pedro Neves
Marco Gomes
====
She was born to be dead
She was born to suffer
A poison gift was given
So she can sleep on her grave

Witchfinder pursued
Witchfinder tortured
Witchfinder pursued
So he can rule the kingdom

Witchfinder pursued
Witchfinder tortured
Witchfinder pursued
So he can rule the kingdom


Dressed in black he will pursue
You may have evil on your side
But from his evil you can't hide
Dressed in black he will pursue


Witchfinder 8x
----
released October 31, 2020",https://i.ytimg.com/vi/sT8O4U5C-fg/sddefault.jpg,666MrDoom,1518,62,2,1167,19:27,"19 Minutes, 27 Seconds",2020-11-03T09:00:13,https://www.youtube.com/watch?v=sT8O4U5C-fg
Trebuchet - Trebuchet  (Full Album 2020),"Trebuchet (2020)
https://trebuchet2.bandcamp.com/
https://www.facebook.com/trebuchetforce.uk/
Visiting Castle Hedingham in Essex in 2016, gave Dave the idea of what to call his new recording project.
Trebuchet, a huge medieval sling, in which objects are catapulted.
It gave an imagary, perfect for what he was trying to achieve musically. Total chaos!!! Well, not quite, but a nod back to the bands who did their own thing, back when heavy rock was in its infancy.
That's exactly Trebuchet.
Trebuchet
Diss, UK
====
1.
Naseby 00:00
2.
The Devil's Den   10:56
3.
Girl From The Fen      21:04
4.
The Lord Of Doom  28:00
5.
Trebuchet     34:12
====
Originally, this project was going to be a a vehicle for Dave to hone his production skills. However, although that is still true (Dave engineers the whole thing), Trebuchet has become a very important project.
Trebuchet has turned into something completely different as first planned. Not a side project at all, but a full on new project which the guys hope will last forever, as they are having a blast working together.
They, meaning Dave Gilbert (Dark Matter and Minor Planet) and Shayne Joseph (Eldritch Rites).
To cut a long story short, the guys met online and became firm buddies through the power of technology.
It all happened, when Dave was asked to record the vocalists voice, for the debut album by Open Door Of Doom. Australian band Eldritch Rites (Melbourne) supplied the music. Shayne is their guitarist, vocalist and main writer.
Many conversations confirmed Dave and Shayne had so much in common musically and became good friends online.
Dave decided to ask Shayne if he'd like to join him for the ride in Trebuchet. It seemed a no brainer.
====
released February 13, 2020

Dave Gilbert - Rhythm and lead guitars, bass, drums, mellotron, vocals.

Shayne Joseph - Lead and rhythm guitars, backing vocals.

All tracks written by Trebuchet.

Lyrics written by Dave Gilbert.

Mixing and mastering by Dave Gilbert.",https://i.ytimg.com/vi/4IhjSYEJ-dg/maxresdefault.jpg,666MrDoom,10084,407,44,2493,41:33,"41 Minutes, 33 Seconds",2020-11-05T15:00:01,https://www.youtube.com/watch?v=4IhjSYEJ-dg
The Crooked Whispers - Satanic Melodies (Full Album 2020),"Satanic Melodies (2020)
http://thecrookedwhispers.bandcamp.com/
http://facebook.com/thecrookedwhispers/
http://instagram.com/thecrookedwhispers
The Crooked Whispers
Los Angeles, California
====
1.
Intro    00:00
2.
Sacrifice            02:54
3.
Evil Tribute       08:51
4.
Profane Pleasure    14:08
5.
Satanic Melodies        19:39
6.
Last Call         28:02
====
releases August 11, 2020

This album was recorded separately by members of the band

Chad Davis. guitars
Ignacio De Tommaso. bass
Anthony Gaglia. vocals

Special Guest:
Nicolás Taranto. drums

Spells and Witchcraft by The Crooked Whispers
Produced by The Crooked Whispers
Drum Tech: Lucas Castro
Mixed by Adam Pike
Mastered by Ignacio De Tommaso

Artwork by Ignacio De Tommaso

Thanks God, Jesus & Mary.

IMPORTANT! for your satisfaction play these satanic melodies at maximum volume.",https://i.ytimg.com/vi/l9GDTLXe9XA/sddefault.jpg,666MrDoom,13317,502,41,1836,30:36,"30 Minutes, 36 Seconds",2020-08-11T14:00:14,https://www.youtube.com/watch?v=l9GDTLXe9XA
Ancient Days - Black Magic Nights (Full Album 2020),"Black Magic Nights (2020)
https://ancientdays.bandcamp.com/
https://www.instagram.com/ancient_days666/?hl=el
https://open.spotify.com/artist/4jEEx3QRRYYIqSg5qt4h6F?si=giIZUZHMRv-vZ7fS9C5moA
Ancient Days
Indianapolis, Indiana
====
1. Intro 0:00- 2:29
2 black widow 2:30 - 6:51
3 out for blood 6:52-10:28
4 satans slave 10:30- 13:57
5 welcome to the sacrifice 13:58 - 18:51
6 help me carry the stone 18:55 - 23:49 
7 now that you walk with me 23:51 - 28:15
8 your worst nightmare 28:18 - 33:08 
9 night stalker 33:09-39:05
10 lady of evil 39:24- 44:29
11 witching hour 44:30 -  48:19
12 look in the mirror 48:21- 52:13 
13 ?? 52:16 - 54:39

Guitars and Bass Papillon Burkett 
Vocals and drums Derek Fletcher 

(Help me carry the stone drums: Jordan Glassburn) 

Back up vocals on help me carry the stone: Shelby Hoke 
bass on lady of evil: Tim Caposio 

All songs recorded and mastered from ancient days at black magic studios 

Special thanks to Johnny Summers for guiding us in the right direction. 

Album art : Johnny Summers",https://i.ytimg.com/vi/yHU1d4CI9a8/maxresdefault.jpg,666MrDoom,7973,265,40,3279,54:39,"54 Minutes, 39 Seconds",2020-10-31T08:00:16,https://www.youtube.com/watch?v=yHU1d4CI9a8
Dixie Goat - There's No Light Without Darkness (Full Album 2020),"There's No Light Without Darkness (2020)
https://dixiegoat.bandcamp.com/
http://www.facebook.com/dixiegoat/
https://open.spotify.com/artist/7wrKseRJplTBAoKSrQekOS
https://www.instagram.com/dixie_goat666/
https://www.youtube.com/channel/UC_0F1rn1H9xTjal9ZFK9PBQ
https://twitter.com/GoatDixie
Dixie Goat
Santiago, Chile
====
01 - There's No Light Without Darkness  00:00

02 - Dancin' On Your Grave     04:44

03 - Two Faces     07:40

04 - Widow's Tear     13:15

05 - Green Karma    17:54

06 - Zuma   20:56

07 - Supershit     23:05

08 - From One Hell To Another  25:40
====
-Recorded and mixed by Nes (drummer for Wild Parade, The Ganjas) at BYM Records.
-Mastered by Jack Endino.
-Produced by Dixie Goat
-Album artwork by José ""Kat"" Canales",https://i.ytimg.com/vi/wzyWhWu_2eE/maxresdefault.jpg,666MrDoom,17240,743,46,1908,31:48,"31 Minutes, 48 Seconds",2020-11-07T01:00:11,https://www.youtube.com/watch?v=wzyWhWu_2eE
